4.783437534747587657e-04,7.134349027494068986e-04,1.215720541360922665e-03,3.587801524475552235e-03,2.279954969471491635e-03,5.186108980380831025e-04
4.092944551684253454e-04,9.737460660719854996e-04,1.284604819127259899e-03,3.721898919684129160e-03,2.340059429592988155e-03,6.261591241241148964e-04
6.275466492684611368e-04,1.381182268218998557e-03,1.405648403381797376e-03,3.660582900308745422e-03,2.275036512331993482e-03,1.112525362423660803e-03
9.338613106241278961e-04,1.712296451714400564e-03,1.454673157989527787e-03,3.696766539598249097e-03,2.160353295331555925e-03,1.381142046980722181e-03
1.447684982445530824e-03,2.166234139415994762e-03,1.637371647147833030e-03,3.587920088408318945e-03,2.086471364178430366e-03,1.760574689487167223e-03
1.931301007357898647e-03,2.489672576893500050e-03,1.579072410421154468e-03,3.415731710926490396e-03,1.923668354589022546e-03,2.280634346259755810e-03
2.356726508239793960e-03,2.891048538600055409e-03,1.605999449795691243e-03,3.525054315250025858e-03,1.761664740050847885e-03,2.486327583871541375e-03
3.100538162013962047e-03,3.211024071385612088e-03,1.425977354071671001e-03,3.538445362616894716e-03,1.444859211282594012e-03,3.144422535374356408e-03
3.738746421925755008e-03,3.682807324814167064e-03,1.406459859171084199e-03,3.552331081714370231e-03,1.203003085847780072e-03,3.801430437542999401e-03
4.513148215956579688e-03,3.979337848281441076e-03,1.381333032914398851e-03,3.245135537809234333e-03,8.616204159080741555e-04,4.334907317092771134e-03
5.543494609167752205e-03,4.168870700700519176e-03,1.133286422361462920e-03,3.133221253498560087e-03,5.136769008844045302e-04,4.617737656112246361e-03
5.786116576629923500e-03,4.485281396034226063e-03,8.634951406136104216e-04,3.319665222672390798e-03,2.434404196334639232e-04,5.319601582698761828e-03
6.275746021037214954e-03,4.319628492406607512e-03,7.551270808843216697e-04,3.191543696205229128e-03,4.908642804709358319e-05,5.285684745007793867e-03
6.667571481565350705e-03,4.329181784545538432e-03,6.375799226868922656e-04,3.051090302274702456e-03,2.066717633695586056e-04,6.080665022040066675e-03
7.118543636121647290e-03,4.523642520042918912e-03,3.327010982673554869e-04,2.541893881437890055e-03,3.949049128949981601e-04,6.116410167852239996e-03
7.628438454626340452e-03,4.529511546961540250e-03,1.793891212972575434e-04,2.693293889125333938e-03,7.927344762984317016e-04,6.869708393662957678e-03
7.977671974271634270e-03,4.305879398293895564e-03,2.065377315167497266e-04,2.457401984630574673e-03,1.068618919871871078e-03,7.004833082431898353e-03
8.545790612367648934e-03,4.226247790748512492e-03,4.551740926437033400e-04,2.359496912368463321e-03,1.219860241388083478e-03,7.745879339315755834e-03
8.893715347191430073e-03,3.861348544103428235e-03,7.704958526018494203e-04,2.404986069333345505e-03,1.629702444417662627e-03,8.035736280363314082e-03
8.972478599226067081e-03,3.603101430668700835e-03,9.533688447902598923e-04,2.394580410933870151e-03,1.545349828098571384e-03,8.804939066071860998e-03
9.199030428552463015e-03,2.986801364021773528e-03,1.895941910369208349e-03,1.885080930533743725e-03,1.535780555604793771e-03,9.905042198118338762e-03
9.316320658520123310e-03,2.433852127899941743e-03,2.318161383014021980e-03,1.903017711842492406e-03,1.831537668238618789e-03,1.055183728311395903e-02
9.794755218711918843e-03,1.926460820976284198e-03,2.653186569438509453e-03,1.814419640910080490e-03,2.043761078265750059e-03,1.028775372968040135e-02
9.297335285609293482e-03,6.772095543867102723e-04,3.096974507237486556e-03,2.888455239397612253e-03,3.172524781546612067e-03,1.189941557838581493e-02
8.873480039714254017e-03,1.086460313582557086e-03,3.587367319076756496e-03,2.075394977439342509e-03,3.422490121293172809e-03,1.339660040665090722e-02
8.756162278308856489e-03,2.475473306922344914e-03,4.402502339719750572e-03,2.412323695751514632e-03,4.078698278785676361e-03,1.542509422632081829e-02
7.062526174907546306e-03,3.688859801875725604e-03,4.603229116007069750e-03,3.039104281055403714e-03,4.280382434442050153e-03,1.691790846421558497e-02
8.003931582038888159e-03,5.296843083629260499e-03,4.566602656797353818e-03,2.729849099546923126e-03,4.502551742413352619e-03,1.738822442166794435e-02
5.875419947508451687e-03,6.169194491198039081e-03,5.062414504493222694e-03,2.624927024120046228e-03,4.793655501131145226e-03,1.820826830847550870e-02
4.152683768238161349e-03,6.668265414638878397e-03,5.048216246708642566e-03,3.076512974438686421e-03,5.184866614527974295e-03,1.942512034460603179e-02
4.386193840680744672e-03,9.204085017714525030e-03,4.892607289429775491e-03,3.043955967840357435e-03,5.382191791927557964e-03,2.142703636413205784e-02
2.406161054832358249e-03,9.714574770920815158e-03,4.611275023995663712e-03,3.542167372846674253e-03,5.758319589660866600e-03,2.197907225163779274e-02
1.106231333244705540e-03,1.118212940573105711e-02,4.773815074094694619e-03,4.992319207079932465e-03,6.351893131251953699e-03,2.338387978197803418e-02
1.710403737222763131e-04,1.276695876176294799e-02,3.565573862279572664e-03,4.503442797843001597e-03,6.828172267499621820e-03,2.467935133111567522e-02
3.108656840073776607e-03,1.461715820443118020e-02,2.949051017099984032e-03,5.743712260469237968e-03,7.239196187363678217e-03,2.703132949364634580e-02
4.352521470243900931e-03,1.558636417429959224e-02,2.018467523781726242e-03,6.116143975256267337e-03,7.177720824540902850e-03,2.778421008662392347e-02
7.278427635674739916e-03,1.878590243133395482e-02,1.476862020257724978e-03,6.365773137013404880e-03,8.415275766697266277e-03,3.011303333673345101e-02
1.088397264043999661e-02,1.994434810093765470e-02,9.281328819563100909e-04,7.488589002194611169e-03,8.324726565349388138e-03,3.205390070349239257e-02
1.471287847699541060e-02,2.260512103026586506e-02,1.292594563559795826e-03,8.404682647586463745e-03,9.290754544372410023e-03,3.499205655137019311e-02
1.785347152354450212e-02,2.437532790956448148e-02,8.927813457709778654e-04,8.353602005520781651e-03,9.910752759920966534e-03,3.560047053294868730e-02
2.196198078341066520e-02,2.653848592056470834e-02,1.870878768811460756e-03,8.988348612519948128e-03,1.021821131537111252e-02,3.880915630206886041e-02
2.442094627561980369e-02,2.973967200934705263e-02,3.787917610171686201e-03,9.629873083318123833e-03,1.082620268280753452e-02,4.063668210539213982e-02
3.278586910098660323e-02,3.331197131644685061e-02,5.640179355823920181e-03,1.170352765078209317e-02,1.185239900800651516e-02,4.442250726890337870e-02
3.632260892363858851e-02,3.775274906722701079e-02,5.926697464731550853e-03,1.207210233996988506e-02,1.342423730985025515e-02,4.676929314799113668e-02
4.294117441322493900e-02,4.275679127924772449e-02,6.499142190195920064e-03,1.198445017679407830e-02,1.495603665638123476e-02,5.010851268122741564e-02
4.625378561045147274e-02,5.097814855850942017e-02,7.299987637055261810e-03,1.316871195390942328e-02,1.567573779370709866e-02,5.322411975490297376e-02
5.866596141668421055e-02,5.899708533176354491e-02,4.979741815855115439e-03,1.264996605914628369e-02,1.714216080082420213e-02,5.681395011450166010e-02
6.587898554555918218e-02,7.116551305966570262e-02,1.439695448173303866e-04,1.223394506970623338e-02,1.863375742880585620e-02,6.098834849835154531e-02
7.220366873545579212e-02,8.539266763038962094e-02,3.178769260401064119e-03,1.195215161994298871e-02,2.022625062227750500e-02,6.409093166668893005e-02
7.906704592463080494e-02,9.941746294836037445e-02,1.867296031165579942e-03,1.050955290572096884e-02,2.309507122588927083e-02,6.874900609628969983e-02
7.767475824005781737e-02,1.182961840039775531e-01,7.206125281198374338e-03,7.530792515360178706e-03,2.631421809165421233e-02,7.322008543583743978e-02
7.157315983666685810e-02,1.430553858880053986e-01,1.655696586925210420e-02,2.709178979336764048e-03,2.868292995504746756e-02,7.854133344562148900e-02
7.166289558244114122e-02,1.643438909601729891e-01,2.490506727348162572e-02,2.309032240437513140e-03,3.256794566275433844e-02,8.368605058870975943e-02
4.333179554274404349e-02,1.889212793664985235e-01,3.582655947647085670e-02,6.133525113245140610e-03,3.679230810111271815e-02,8.844020498174653966e-02
1.159437195571738459e-02,2.003541845034466640e-01,5.042751517986438642e-02,1.483058830811283604e-02,4.122255399162567946e-02,9.546642805917819607e-02
3.913877425768208518e-02,2.244056222258664635e-01,6.504371227748274864e-02,2.281398226825552891e-02,4.930859457184493672e-02,1.006031862188262044e-01
8.169891917655985880e-02,2.259267560060020386e-01,8.254016727239102402e-02,3.190505903983337915e-02,5.583730309474733283e-02,1.096895585359015934e-01
1.389751199973335849e-01,2.277336602413398692e-01,1.044389622049373689e-01,4.307296063997829993e-02,6.097290068698178744e-02,1.147269553064090425e-01
