4.997066078013099286e+03,5.006301389833794929e+03,5.038895029195557981e+03,5.084195480065513038e+03,5.124967693575869816e+03,5.164074661126618594e+03
4.797803462048762412e+03,4.808898272763021851e+03,4.845414938420120052e+03,4.894606445027775408e+03,4.938576876940132934e+03,4.980741143199534235e+03
4.598762714897430669e+03,4.611976976720997300e+03,4.652692258235030749e+03,4.705940677190194947e+03,4.753284889236774688e+03,4.798652205518993469e+03
4.399983657293568285e+03,4.415613170141475166e+03,4.460780307934793200e+03,4.518280569773266507e+03,4.569160073252616712e+03,4.617866537116747168e+03
4.201540947719914584e+03,4.219905674252775498e+03,4.269776546882889306e+03,4.331713198036632093e+03,4.386281445897187950e+03,4.438496084288489328e+03
4.003517729769399011e+03,4.024937244502978956e+03,4.079752281418533585e+03,4.146297405893332325e+03,4.204747717537308745e+03,4.260600118848165948e+03
3.806011722142528924e+03,3.830806125373349005e+03,3.890796915651430936e+03,3.962099026219823372e+03,4.024650623456219364e+03,4.084306439397995746e+03
3.609123178831719088e+03,3.637621348554296219e+03,3.703007389310033886e+03,3.779245500642705338e+03,3.846116675068382847e+03,3.909742689238900311e+03
3.412974132105308399e+03,3.445504984796285044e+03,3.516494531829732750e+03,3.597849662174997775e+03,3.669224609349605544e+03,3.736989535710630207e+03
3.217720264754348136e+03,3.254626803311966341e+03,3.331396560338883774e+03,3.418029616337480093e+03,3.494075333628393764e+03,3.566176577773440385e+03
3.023529263487208482e+03,3.065124542978822319e+03,3.147793469120726968e+03,3.239927278396546626e+03,3.320834752062287862e+03,3.397393815412796357e+03
2.926899444190380564e+03,2.970933170098550818e+03,3.056606298851678730e+03,3.151549146041842960e+03,3.234969277323486494e+03,3.313810903596423032e+03
2.830614032106689137e+03,2.877154655370336968e+03,2.965842262887063498e+03,3.063658488094184577e+03,3.149629809923935227e+03,3.230794120682746325e+03
2.734691863658186776e+03,2.783808576495307534e+03,2.875537884431847488e+03,2.976280318769393944e+03,3.064823339200125702e+03,3.148350640199540521e+03
2.639185203682908195e+03,2.690915172267546041e+03,2.785708435535732406e+03,2.889428214587255752e+03,2.980597018794852829e+03,3.066496158444032062e+03
2.544118805513447569e+03,2.598509425424778783e+03,2.696369948679378467e+03,2.803143240586264255e+03,2.896970309865131640e+03,2.985276585889799208e+03
2.449532040287115706e+03,2.506619834909822202e+03,2.607542618642458820e+03,2.717428957325501415e+03,2.813949424116450700e+03,2.904674542538883543e+03
2.355463095459974738e+03,2.415273030511940306e+03,2.519266720428256122e+03,2.632304282949433855e+03,2.731545532165939221e+03,2.824701773923216479e+03
2.261950142104451061e+03,2.324507669269669805e+03,2.431566899296832617e+03,2.547791439336232088e+03,2.649803490369552037e+03,2.745387393802383031e+03
2.169038973717715635e+03,2.234359593325255901e+03,2.344479005729504479e+03,2.463938053571691853e+03,2.568737256389088543e+03,2.666774870711476524e+03
2.076772203271329545e+03,2.144859073957891269e+03,2.258033811440151567e+03,2.380765678184679928e+03,2.488383942021835537e+03,2.588887540089596314e+03
1.985212407313102403e+03,2.056044751689645182e+03,2.172271129127721451e+03,2.298299472717170374e+03,2.408758759501783061e+03,2.511731444119368007e+03
1.894434467820460895e+03,1.967959778589565531e+03,2.087220236884812039e+03,2.216575730002283763e+03,2.329880742403742261e+03,2.435335598683283933e+03
1.715401717156044242e+03,1.794120085246892586e+03,1.919420656399113113e+03,2.055491491565080196e+03,2.174472699969556288e+03,2.284934515421398373e+03
1.540171672607330265e+03,1.623806406169657521e+03,1.754980630977482861e+03,1.897812205510904278e+03,2.022460598912668274e+03,2.137927481514540432e+03
1.369311702241132934e+03,1.457495416206448454e+03,1.594322855113224477e+03,1.743824936830251772e+03,1.874115698818474584e+03,1.994505317487584080e+03
1.285748028087227340e+03,1.375976711623175106e+03,1.515541230856292259e+03,1.668327968290841682e+03,1.801414919928083918e+03,1.924202294839035403e+03
1.203546519333383458e+03,1.295651987189602778e+03,1.437873642252821128e+03,1.593893996368359467e+03,1.729746310870352772e+03,1.854886570247437476e+03
1.122805423828624953e+03,1.216599052556191282e+03,1.361393785289532616e+03,1.520578572553162985e+03,1.659153770470670906e+03,1.786588504453635778e+03
1.043619568716359709e+03,1.138940627913390699e+03,1.286175454045952392e+03,1.448449482600398369e+03,1.589679814116244870e+03,1.719333058132460565e+03
9.661175297633202490e+02,1.062768004183245466e+03,1.212303644039097890e+03,1.377565419633937836e+03,1.521357499451823287e+03,1.653141384439145213e+03
8.904372717014840646e+02,9.881866317074761810e+02,1.139864059724645585e+03,1.307975290869963374e+03,1.454235041874895160e+03,1.588068290256760747e+03
8.167324320407458345e+02,9.153474468758425928e+02,1.068954390229956516e+03,1.239784735295087557e+03,1.388378138001024809e+03,1.524126146910218949e+03
7.451658871594055427e+02,8.443606339291690119e+02,9.996974544350194947e+02,1.173058209155349005e+03,1.323824967590528331e+03,1.461340041589470729e+03
6.759207641242230693e+02,7.754184664163620937e+02,9.321856546704217408e+02,1.107862096380661569e+03,1.260604209120679116e+03,1.399760853967199864e+03
6.092350822621802990e+02,7.086687193441836143e+02,8.665290657036080120e+02,1.044261307648724369e+03,1.198764999949186858e+03,1.339431726328211198e+03
5.453200299053658000e+02,6.443211169605208397e+02,8.028921755654397430e+02,9.823340725780637968e+02,1.138393099157214237e+03,1.280412893518831879e+03
4.843740067691938407e+02,5.825884585977031520e+02,7.413986083890870304e+02,9.221686175371652325e+02,1.079515222035666284e+03,1.222724749764564194e+03
4.267156468086917585e+02,5.236446172406914457e+02,6.821805901715614482e+02,8.638164006797275078e+02,1.022175331812295440e+03,1.166394692701604072e+03
3.726240980247036987e+02,4.677477560109055617e+02,6.253913437822324113e+02,8.073912593318891595e+02,9.664425821791273847e+02,1.111470577510752264e+03
3.223995793457841614e+02,4.151349084226901596e+02,5.711785420718188107e+02,7.529638250463696068e+02,9.123702422193290431e+02,1.057965365859689882e+03
2.762788545023542497e+02,3.660526967977464778e+02,5.196902951872351650e+02,7.006142187523246321e+02,8.599975089676537436e+02,1.005924971926465787e+03
2.345100295862685300e+02,3.207008750654096616e+02,4.710480722228683135e+02,6.503897049278341456e+02,8.093604804299199031e+02,9.553708885371084989e+02
1.972348850272940410e+02,2.792046392043298511e+02,4.253563010175009254e+02,6.023970968375662096e+02,7.605063862181418699e+02,9.063023431517311792e+02
1.645150823567400096e+02,2.416881878973401285e+02,3.827073733460729272e+02,5.566936986264017833e+02,7.134923347083120007e+02,8.587625606334199801e+02
1.362741981115435692e+02,2.081663690012143491e+02,3.431380788124654373e+02,5.132885905401640230e+02,6.683546274239120066e+02,8.128047130155180184e+02
1.122093916715238038e+02,1.785490115137493206e+02,3.066894671373741517e+02,4.722031542009742111e+02,6.250815697507971436e+02,7.684277232684221417e+02
9.193259532578485960e+01,1.526756431985922404e+02,2.733504577234269846e+02,4.334671368756337415e+02,5.836781345775640375e+02,7.256323479772498786e+02
7.506169059524312104e+01,1.302478226447061331e+02,2.430621886575800659e+02,3.971055204700449508e+02,5.441785806839013730e+02,6.844472228475675593e+02
6.114437464390990584e+01,1.109266002446000812e+02,2.157280295116920286e+02,3.631093627983183865e+02,5.066153502075180768e+02,6.448656509310693536e+02
4.972802173300923556e+01,9.440163750495622708e+01,1.912093041066395358e+02,3.314579196456564318e+02,4.709805251184706663e+02,6.068965720035674849e+02
4.041374903000168928e+01,8.032932658864351083e+01,1.693243919527954233e+02,3.021125719931798130e+02,4.372559394593182560e+02,5.705472641180837172e+02
3.283196640806338706e+01,6.836844757022657859e+01,1.499065621766396532e+02,2.749921536621866380e+02,4.054137663161838532e+02,5.358075668814276469e+02
2.666905709640003153e+01,5.822633716354140887e+01,1.327449899132940345e+02,2.500535656215994891e+02,3.754456212903783126e+02,5.026779160969944087e+02
2.166870236036096031e+01,4.964614219264925765e+01,1.175688999618387101e+02,2.271973865705678008e+02,3.473070086534180518e+02,4.711433850975305404e+02
1.761425150928431549e+01,4.239844273826321341e+01,1.041970163302926835e+02,2.063376334003417298e+02,3.209698346628192098e+02,4.411651648715978240e+02
1.432782723800268343e+01,3.626515289722935620e+01,9.242490679444053114e+01,1.873436036453347242e+02,2.963785931272011567e+02,4.127288082611481173e+02
